"gene_id","sample_1","sample_2","sample_3","sample_4","sample_5","sample_6","sample_7","sample_8","sample_9","sample_10","sample_11","sample_12","sample_13","sample_14","sample_15","sample_16","sample_17","sample_18","sample_19","sample_20","sample_21"
"ENSG00000270620.1",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"ENSG00000116809.11",2177,1113,1330,2847,1525,925,2311,2270,1053,2006,3328,1133,2771,1133,1126,2414,797,1585,4384,882,952
"ENSG00000234607.2",1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,2
"ENSG00000231353.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000275503.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224966.4",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000183888.4",0,4,8,0,4,25,0,7,15,0,6,8,0,19,48,1,8,2,1,2,23
"ENSG00000173641.17",1984,105291,300525,1183,77997,227394,888,121228,232704,1406,184188,214000,499,138049,232866,1063,194673,661570,3574,81583,67788
"ENSG00000186510.11",15,32,20,27,39,23,12,14,29,20,14,14,28,19,12,13,103,365,71,40,19
"ENSG00000232456.1",0,1,33,0,0,15,0,0,34,0,0,28,2,0,41,2,0,15,0,0,2
"ENSG00000184908.17",23,3,136,19,0,73,21,0,120,19,2,97,139,9,161,14,2,79,34,8,76
"ENSG00000185519.8",4,12,218,4,0,107,4,2,454,0,8,325,4,2,245,0,8,197,3,0,69
"ENSG00000142627.12",3671,335,1644,1860,253,1036,2555,461,1222,2502,503,1185,3141,404,823,3285,281,2603,5097,255,1845
"ENSG00000227959.1",27,1,4,14,1,5,25,2,1,28,2,5,48,7,6,17,6,9,22,1,4
"ENSG00000224621.1",7,1,0,3,0,4,9,3,2,8,5,6,23,2,4,6,3,4,10,0,1
"ENSG00000142632.16",827,171,279,739,111,163,719,102,124,629,107,124,1098,76,182,631,66,277,262,14,114
"ENSG00000237276.8",33,7,32,49,2,26,44,1,29,23,1,16,87,0,66,27,1,19,20,2,13
"ENSG00000132881.11",284,90,130,185,50,78,175,53,113,84,62,80,174,28,127,317,3,141,24,7,26
"ENSG00000233929.1",9,22,5,4,31,1,3,16,0,9,28,6,1,5,1,6,19,5,13,3,3
"ENSG00000037637.10",2199,1925,2003,2273,2121,1455,2464,2001,1878,1836,3230,1461,1798,1796,1443,1972,1098,1769,1190,1540,758
"ENSG00000055070.16",5366,3278,4094,5463,4170,3760,5306,7037,3605,5386,8348,4318,5093,4742,3364,5854,2880,6430,4445,3424,1677
"ENSG00000226457.1",2,1,1,2,0,0,1,2,1,0,1,4,1,3,2,4,0,0,1,1,2
"ENSG00000187144.11",3,2,0,2,5,2,3,0,2,5,3,0,0,3,3,4,0,3,4,0,5
"ENSG00000157191.19",4329,425,962,5300,304,608,4558,334,546,3606,515,734,4958,355,670,4365,222,984,3381,376,1255
"ENSG00000226029.1",102,15,62,137,23,46,111,34,27,81,30,16,124,48,46,82,13,39,78,21,72
"ENSG00000080947.14",433,71,260,390,74,123,395,111,113,439,152,94,648,218,251,188,38,164,299,100,197
"ENSG00000206652.1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000261135.1",8,0,2,8,0,2,16,0,0,6,0,0,16,2,2,4,0,0,0,0,0
"ENSG00000224174.2",0,2,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"ENSG00000233421.4",9,2,3,3,2,0,15,1,3,4,0,0,7,0,2,2,0,0,1,0,0
"ENSG00000277344.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000268991.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225710.1",1,1,4,0,3,3,0,0,4,0,3,2,0,6,6,0,0,3,0,8,0
"ENSG00000219481.10",783,189,379,849,256,347,1102,309,249,733,376,295,1048,455,405,938,76,579,370,278,311
"ENSG00000271732.1",1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"ENSG00000215908.10",2104,585,941,2480,1136,807,2202,1215,573,2022,1293,575,1695,1316,535,2164,671,1118,1475,1077,725
"ENSG00000186301.8",220,12,34,465,20,39,369,38,22,378,13,26,320,15,49,103,5,32,157,29,47
"ENSG00000282143.1",1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0
"ENSG00000207513.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000237847.2",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000280114.1",0,0,2,1,1,2,0,2,1,0,1,2,5,7,4,0,0,0,0,4,0
"ENSG00000236698.1",9,9,2,1,17,4,3,6,2,8,13,5,5,6,4,11,16,7,13,5,0
"ENSG00000268869.5",0,0,1,2,1,0,11,0,0,1,0,1,33,3,13,1,2,3,6,0,0
"ENSG00000279151.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279132.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000282740.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000207389.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000227684.2",0,0,2,0,2,0,2,0,0,0,2,0,1,0,0,0,0,0,0,1,0
"ENSG00000186715.10",518,11,55,695,14,20,893,35,11,759,5,8,783,29,37,146,5,21,89,7,10
"ENSG00000223643.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000230239.1",0,0,0,0,1,0,0,3,1,0,0,1,6,1,0,0,0,0,0,0,0
"ENSG00000263811.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000228549.3",21,2,7,19,0,6,19,0,5,15,1,8,17,2,1,3,0,21,2,0,6
"ENSG00000238142.1",111,14,42,39,17,15,97,24,24,48,13,19,129,68,29,64,4,26,21,33,26
"ENSG00000235241.1",40,11,22,18,13,2,60,13,13,22,5,7,50,28,13,38,8,24,10,15,9
"ENSG00000207005.1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000272426.1",2,2,5,0,0,0,0,0,4,3,0,0,19,1,3,1,0,6,2,0,0
"ENSG00000058453.16",2131,659,1470,2500,565,947,2487,923,874,1956,794,565,2557,1010,980,2240,416,1647,2722,791,955
"ENSG00000117122.13",259,32,39,339,79,160,625,5,51,745,133,92,1238,38,68,61,22,51,1805,90,116
"ENSG00000226526.1",0,0,1,1,0,1,3,0,0,2,0,0,0,1,0,0,0,0,2,0,0
"ENSG00000159363.17",2977,1165,1038,3484,1195,907,3720,1562,471,2847,2311,815,3174,957,518,4295,581,1949,2529,583,537
"ENSG00000117118.9",4049,5916,10566,3611,5120,9078,3856,6259,12642,2924,8431,11569,2921,6046,12719,4599,7009,15225,2140,8989,2785
"ENSG00000117115.12",548,16513,24,701,5533,16,1130,4417,37,705,34278,101,544,15858,76,1494,33630,57,867,22741,135
"ENSG00000204362.6",0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"ENSG00000282843.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000142623.9",4,0,5,2,4,0,7,0,5,2,7,0,4,2,2,4,0,1,3,0,6
"ENSG00000142619.4",0,2,0,3,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0
"ENSG00000266634.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000159339.13",556,2,29,2388,8,30,1266,11,14,327,4,15,244,4,20,1561,4,12,798,20,170
"ENSG00000276747.1",0,0,0,2,4,0,4,0,0,2,0,0,0,0,0,0,0,0,7,10,2
"ENSG00000179051.13",4315,583,982,3475,805,798,4382,621,586,2982,1292,877,5355,366,615,5087,549,2015,3504,411,765
"ENSG00000074964.16",3008,5254,6047,2713,6338,4047,2259,6073,5058,2398,11125,4817,3558,6657,5296,2923,3225,4763,2249,4754,1259
"ENSG00000236648.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000117148.7",0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0
"ENSG00000261781.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000117154.11",183,29,48,309,14,28,296,10,15,242,26,30,93,6,14,49,8,8,147,10,6
"ENSG00000280222.1",8,0,5,4,0,2,4,0,0,18,8,4,8,0,0,0,0,0,4,0,0
"ENSG00000230035.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ENSG00000225387.1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000179023.8",591,0,9,294,0,8,152,1,2,166,4,6,436,1,4,385,0,1,20,1,0
"ENSG00000235282.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225478.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000009709.11",0,257,2,0,303,0,0,162,0,0,498,0,0,142,0,0,147,0,0,192,0
"ENSG00000179002.5",0,0,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,2,4,0
"ENSG00000159423.16",1203,4191,3002,1467,2157,2508,1025,1257,2245,1307,4495,2194,1841,4646,4206,1167,2654,1783,656,5210,886
"ENSG00000265606.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000221662.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000169991.10",1640,1060,574,1316,785,423,1587,196,304,1243,654,287,1500,299,266,2535,202,939,2401,936,981
"ENSG00000272084.1",50,34,61,73,63,26,65,46,10,94,146,29,96,27,33,27,15,34,113,32,53
"ENSG00000127481.14",13663,13566,12351,15166,26019,7951,13481,20344,11957,12593,39858,7473,11915,13373,8250,14158,9455,7936,19395,8770,2976
"ENSG00000230424.1",0,0,4,7,5,6,2,3,3,1,2,6,4,2,1,5,1,3,3,0,3
"ENSG00000127463.13",3878,1735,2351,2649,3048,2147,3104,2905,1890,2964,3918,1748,2607,1794,1721,4358,2318,3030,2314,1573,851
"ENSG00000053372.4",1890,1001,811,1129,1320,809,1245,1476,584,1372,2038,835,1321,765,612,2660,2076,2700,1246,584,305
"ENSG00000211454.13",11,20,13,26,28,6,13,23,3,62,32,6,42,34,4,15,13,9,30,15,14
"ENSG00000162482.4",41,16,19,57,23,1,39,40,0,41,9,5,67,8,12,11,4,10,38,17,26
"ENSG00000270728.1",13,14,12,8,9,9,17,7,11,23,26,13,24,21,6,6,5,10,9,16,8
"ENSG00000053371.12",1556,1070,1487,1413,702,901,1390,825,1026,1209,1323,1058,2267,1330,1321,1299,603,1402,871,1741,853
"ENSG00000200403.1",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000040487.12",1410,488,525,1262,636,427,1146,656,348,1003,984,519,1454,366,396,1236,271,669,622,253,281
"ENSG00000077549.17",13648,8081,9073,14275,11425,9030,12675,11171,8181,14026,15918,9389,13152,11222,8227,14604,6973,12128,14373,9594,3975
"ENSG00000240490.3",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,3
"ENSG00000201609.1",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSG00000235185.1",0,0,1,0,0,3,0,0,1,0,0,1,0,0,0,0,0,1,1,0,2
"ENSG00000173436.13",2739,2017,6405,2681,1872,5610,2409,2861,5899,2337,3380,5527,2754,2141,4908,3093,2375,6526,2030,2527,2855
"ENSG00000226396.1",45,12,33,31,3,10,52,32,18,54,26,36,56,6,34,67,21,26,198,42,90
"ENSG00000158747.13",7054,892,3120,13590,656,1885,13921,790,2002,15346,1155,1884,10421,635,2017,5557,343,2505,23867,1404,4324
"ENSG00000158748.3",0,0,2,0,0,0,2,1,0,3,2,2,4,0,0,0,0,3,1,1,0
"ENSG00000162542.13",1342,142,567,1125,112,383,1222,170,421,1094,298,495,1315,210,481,1480,94,643,658,162,270
"ENSG00000178828.6",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000235434.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000169914.5",1469,559,508,1265,871,520,1814,927,381,1212,1058,419,1812,628,514,1709,991,878,1270,566,328
"ENSG00000188784.4",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
"ENSG00000242688.3",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000188257.10",5754,718,9916,456,1442,2362,373,232,487,89,1495,3433,3300,287,849,104,409,668,217,486,155
"ENSG00000127472.10",392,10,4634,576,18,3140,131,6,3071,647,27,2631,255,3,3164,208,1,2219,307,11,2731
"ENSG00000117215.14",16,0,2,23,0,0,16,0,1,0,0,0,3,1,1,2,0,0,10,0,0
"ENSG00000158786.4",2,2,2,0,0,5,0,2,0,1,5,0,0,0,6,1,0,0,0,0,2
"ENSG00000227066.1",8,0,4,16,0,0,8,6,1,6,2,4,12,2,8,5,2,4,4,0,0
"ENSG00000187980.6",0,0,3,4,0,0,0,0,0,3,0,0,4,0,0,0,1,0,4,0,0
"ENSG00000225986.1",9,4,2,0,4,4,2,2,0,0,0,5,30,0,4,6,2,1,12,0,7
"ENSG00000162543.5",136,110,154,111,14,124,202,42,146,72,10,128,240,7,149,116,40,116,244,14,38
"ENSG00000228105.1",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000158816.15",40,34,80,25,4,6,13,1,10,74,0,10,11,1,1,22,1,0,24,2,3
"ENSG00000226664.1",0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000236963.6",2,3,2,3,0,0,6,0,0,0,2,0,0,4,2,1,0,1,1,1,4
"ENSG00000226487.1",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"ENSG00000162545.5",4816,259,924,7434,245,577,7055,228,642,10644,338,656,1468,191,620,4416,138,547,6127,197,1188
"ENSG00000090432.6",2185,1575,3116,2157,1537,2306,2221,1799,2400,1906,2279,3266,1490,1340,2477,2210,2552,3690,1015,1510,925
"ENSG00000215520.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000183114.7",33,11,237,6,8,131,15,27,42,6,72,407,26,10,98,5,50,738,56,31,168
"ENSG00000158825.5",274,40,148,793,43,74,455,35,135,171,29,100,222,37,116,489,31,104,284,50,220
"ENSG00000158828.7",1116,5537,5125,1932,3957,4990,1702,4419,4609,1098,11002,5291,1097,5368,5092,877,3751,5177,618,4372,514
"ENSG00000117242.7",279,83,334,186,131,218,136,99,183,276,252,213,186,155,257,263,59,236,114,114,60
"ENSG00000244038.9",13352,2305,7114,8399,2266,5798,8459,3312,5221,9364,3900,5522,10803,2109,5499,15186,1510,8880,5709,1737,2316
"ENSG00000117245.12",486,81,273,786,79,195,767,144,437,514,125,219,363,135,493,286,47,194,650,62,520
"ENSG00000235432.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000189410.11",80,6,4,28,2,2,11,19,8,33,8,6,17,4,6,76,429,193,34,4,0
"ENSG00000233069.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ENSG00000127483.17",14803,6175,5948,10906,9697,4780,15775,9454,5906,10730,11330,5014,12354,7822,5790,14448,2681,5008,11569,5469,3719
"ENSG00000075151.20",5069,3274,3089,3627,4986,2522,3614,7855,2913,4327,8733,2494,4640,4900,2774,6101,1299,4209,3422,2340,1083
"ENSG00000251914.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000221808.1",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSG00000233072.1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,1
"ENSG00000236073.2",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0
"ENSG00000235112.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ENSG00000117298.14",11748,2233,9945,19386,2205,6263,15142,1776,6453,13608,4241,6338,8627,1427,4897,12409,1287,9854,18930,2125,5017
"ENSG00000236936.1",0,0,11,9,0,10,7,1,4,0,0,0,1,1,4,2,0,0,8,2,9
"ENSG00000231105.1",22,7,13,26,4,5,14,6,5,15,1,0,12,5,10,13,0,2,31,8,18
"ENSG00000236216.5",0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,2,0,1,1,0,0
"ENSG00000228823.1",0,0,1,2,0,0,0,1,0,0,2,2,0,2,0,0,0,0,0,2,0
"ENSG00000236009.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000227001.3",9,1,12,15,4,3,10,1,2,8,4,4,17,4,1,8,2,10,4,0,6
"ENSG00000187952.9",19,28,22,19,16,8,33,33,13,15,77,25,13,32,18,22,18,21,8,16,0
"ENSG00000186543.7",0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000142794.18",235,58,190,543,97,255,555,137,200,517,111,222,268,64,105,267,20,128,182,60,192
"ENSG00000176378.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000162551.13",20776,58,1486,11797,56,1144,24176,62,896,12130,159,1437,14858,34,835,28762,41,608,690,63,1258
"ENSG00000233431.1",6,0,0,7,0,0,4,0,0,3,0,0,5,0,0,6,0,0,0,0,0
"ENSG00000076864.19",4659,63,471,3339,11,244,3516,69,350,3691,12,388,3210,7,545,4051,16,230,305,20,124
"ENSG00000090686.15",4645,1537,2649,3717,1861,2101,4182,2459,2315,3583,2402,2351,4128,2290,2024,3744,732,3011,2202,1767,960
"ENSG00000231978.2",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSG00000187942.11",161,77,128,137,78,51,158,25,48,234,126,78,164,23,147,82,23,73,110,61,119
"ENSG00000142798.17",24306,11345,21163,15244,22439,18812,14176,12438,15842,24421,34104,18629,11752,4083,16522,12836,12355,33142,9837,6048,12143
"ENSG00000232037.3",1,4,1,1,1,4,0,2,0,1,0,0,3,0,1,3,0,0,0,0,2
"ENSG00000283234.1",9,0,0,4,0,0,6,0,0,10,0,0,1,0,0,10,0,1,0,0,0
"ENSG00000219073.7",73,4,101,64,38,43,63,1989,53,10,2,0,11,5,0,0,2,0,5,79,102
"ENSG00000273610.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000201919.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000142789.19",310,27,315,164,91,116,147,3020,117,57,0,0,31,16,2,0,0,0,13,229,276
"ENSG00000278124.1",1,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,1,0
"ENSG00000201273.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000228397.2",0,0,1,3,0,3,2,0,0,0,0,0,7,0,6,0,0,0,1,0,2
"ENSG00000218510.6",742,450,571,862,165,260,916,475,515,498,168,154,679,153,265,462,37,157,282,408,230
"ENSG00000070831.15",13532,3781,6352,9901,3191,5317,13880,3412,4338,9522,4397,4994,10580,3792,3857,12887,2544,10660,10895,3811,2524
"ENSG00000230068.2",2,2,2,4,2,0,0,0,0,5,0,0,3,0,2,5,0,2,0,0,0
"ENSG00000271428.1",2,0,0,1,0,0,4,0,0,0,2,0,4,0,0,0,0,0,2,0,0
"ENSG00000271840.1",14,0,9,14,2,1,6,7,4,2,6,0,16,2,4,6,4,2,17,2,27
"ENSG00000162552.14",144,30,9,153,25,7,119,46,8,84,44,6,133,335,10,187,65,8,56,185,18
"ENSG00000266564.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234397.3",0,0,0,1,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1
"ENSG00000279625.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000184677.16",3369,1082,2008,5113,2045,1594,4631,2113,1841,5342,4615,1626,4052,1713,1831,3430,458,1705,2720,1318,1014
"ENSG00000237200.1",6,2,3,3,3,1,8,3,1,9,2,0,5,6,0,8,0,2,12,1,2
"ENSG00000070886.11",0,0,8,1,0,4,2,0,1,3,6,2,1,4,1,1,16,0,0,6,2
"ENSG00000276835.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000173372.16",17269,355,999,15842,437,1075,17436,260,677,11699,420,865,12032,151,414,14115,39,537,9111,270,115
"ENSG00000159189.11",20769,349,1338,13692,557,1714,15623,202,806,10510,467,1129,14214,90,369,17224,87,717,7303,264,80
"ENSG00000173369.15",34020,430,1524,24318,681,2045,33767,364,1067,17184,565,1409,20071,114,365,30485,65,903,10135,234,83
"ENSG00000133216.16",852,23,60,372,22,92,222,10,21,429,100,61,965,8,56,498,6,105,351,19,77
"ENSG00000265422.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225952.1",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSG00000264014.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000215906.8",3,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
"ENSG00000227868.5",0,0,2,1,0,0,2,0,0,0,2,2,3,0,1,1,0,5,0,0,0
"ENSG00000004487.15",3513,2715,2369,3221,3494,1835,3545,3214,1818,2660,5165,1741,3075,2924,1925,3106,2905,3018,2288,2281,940
"ENSG00000240553.1",3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000263793.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266802.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000169641.13",2979,374,2747,3412,518,2333,4094,439,1896,2874,683,2112,2464,370,1587,4531,771,5585,4977,336,1554
"ENSG00000229010.1",2,0,2,0,0,0,2,0,0,0,0,0,2,0,1,0,0,2,2,0,0
"ENSG00000206935.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000252578.1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000179546.4",27,0,6,61,0,4,44,2,2,34,0,6,13,0,3,20,0,0,12,0,6
"ENSG00000215381.3",0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,0,0,2,0,0,1
"ENSG00000261326.2",743,273,312,500,234,200,517,235,97,560,372,120,1279,277,277,704,165,204,539,187,95
"ENSG00000125944.18",7568,2705,3548,5950,4771,3608,7255,4589,3335,6917,3948,3200,6242,2855,2705,8466,5086,5941,7203,3128,1377
"ENSG00000125945.14",766,384,741,646,452,701,937,478,563,691,798,635,594,221,795,500,184,644,302,344,645
"ENSG00000249087.6",156,171,212,164,186,149,164,152,112,172,207,89,246,173,267,79,65,95,95,153,85
"ENSG00000271420.1",15,15,14,13,42,11,14,18,5,8,30,4,28,101,28,6,9,6,2,51,9
"ENSG00000204219.9",2006,13753,5203,1330,11140,3001,1719,9993,3633,1021,14054,1960,2371,20187,3987,1501,8058,1869,634,20171,794
"ENSG00000232482.2",0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0
"ENSG00000088280.18",3089,1931,2799,2202,6291,1855,1875,2512,1678,2205,7284,2684,2702,1845,1507,2803,2238,2839,820,1345,1069
"ENSG00000007968.6",105,12,12,111,4,28,152,4,4,40,4,37,736,2,7,525,5,10,73,0,15
"ENSG00000235052.1",4,2,2,10,1,0,7,0,0,2,0,2,8,0,0,4,0,1,2,1,1
"ENSG00000117318.8",3519,1146,5574,10773,1588,2820,15608,1507,2856,4969,2364,3542,7473,842,2609,5072,518,3914,4465,643,7218
"ENSG00000197880.8",15,0,4,8,0,2,8,0,0,10,1,0,26,2,2,4,0,0,4,2,0
"ENSG00000229239.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000142676.12",30451,9194,16236,32154,10677,13890,31813,17247,11711,29588,20329,12223,34079,10890,14158,27662,10080,19294,23022,12801,10652
"ENSG00000011007.12",5588,2364,1753,3737,1832,1500,5179,2379,1747,3450,3016,1440,3478,2040,1501,5657,2495,2738,1939,1475,505
"ENSG00000236810.5",65,17,36,42,19,33,26,22,21,46,19,41,39,17,50,78,3,18,16,11,13
"ENSG00000057757.9",2844,2392,1894,2812,3088,1685,2907,2918,1611,2261,3048,1697,2498,1890,1588,2903,1867,2511,1831,2166,720
"ENSG00000011009.10",2694,1146,1746,2938,1597,1253,2868,1415,1081,2281,2188,1372,4081,924,1280,3043,1076,2696,2133,949,753
"ENSG00000117308.14",3394,92,276,1994,168,295,2044,198,176,1858,206,219,3618,126,287,4207,313,612,764,161,216
"ENSG00000117305.14",2216,1166,1673,2352,625,1097,2001,1010,1758,1442,931,1314,2920,1859,2349,2304,593,1377,670,1883,756
"ENSG00000179163.11",2857,371,527,2203,265,556,2806,373,429,1903,322,301,2483,321,685,2096,342,1081,819,409,252
"ENSG00000188822.7",25,0,2,14,0,1,23,0,0,14,0,0,25,0,4,26,0,3,16,0,2
"ENSG00000229106.1",2,0,0,0,0,0,0,0,0,1,0,0,2,1,0,1,0,0,2,0,1
"ENSG00000232557.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000264926.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000230228.2",0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"ENSG00000189266.11",4789,1263,2650,4897,1548,1975,5658,1765,2168,3553,1278,1799,3986,1396,1883,4761,1739,2986,5030,1179,1421
"ENSG00000188529.14",5990,1639,2487,4858,2145,2467,6505,2251,2265,4910,2443,1995,6076,2195,2029,5688,2103,3755,6073,2528,1357
"ENSG00000215905.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225315.2",12,16,10,10,2,3,0,4,4,4,10,4,7,2,13,14,4,4,3,5,0
"ENSG00000142661.18",20,46324,43190,43,22557,27415,38,14173,43465,10,44082,28838,17,8628,35893,22,41115,25282,11,23918,4269
"ENSG00000230703.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000142677.3",10,24,57,149,0,18,100,50,34,5,22,10,49,15,28,10,7,32,6,10,4
"ENSG00000185436.11",632,150,207,576,94,148,710,284,177,373,265,164,271,395,166,447,198,201,205,166,28
"ENSG00000230023.2",0,1,0,2,0,0,8,0,0,6,0,0,2,0,0,0,0,0,0,0,0
"ENSG00000232298.2",0,10,0,0,3,1,0,1,0,0,0,0,3,5,0,0,0,1,0,0,0
